caption	answer	add_caption	c1_variable	c1_comp	c1_condition	c2_variable	c2_comp	c2_condition	c3_variable	c3_comp	c3_condition
Julianos	Julianos is the god of wisdom and logic. He favors scholars and mages, those who seek knowledge over power. In these parts, people pray to Him for clear thinking and fair judgment.| Many followers of Julianos are scholars, lawyers, and scribes. Libraries and universities often dedicate rooms or entire buildings to Him. His temples are themselves called Schools of Julianos.| Worship of Julianos is about the pursuit of truth and understanding. The Schools of Julianos teach about the law, history, and the structure of the world.	-|the School of Julianos|the School of Julianos	Region Index	==	43|22|58|41|5|50						
Kynareth	Kynareth is the goddess of the elements—wind, sky, and the waters. Sailors and travelers worship Her, praying for Her blessings on their journeys. Her favor is especially sought by fishermen for calm seas and by farmers for gentle rains.|Kynareth’s hand os in every gust of wind and in every change of season. They believe She watches over all who traverse the risky paths or sail the Iliac Bay. Temples of Kynareth are often visited by those seeking good fortune or safe passage.|Kynareth is one of the Divines. To defy Her is to invite the storm's wrath, to honor Her is to receive the wind's grace.	-|the Temple of Kynareth|	Building Name	==	the Temple of Kynareth	NoLore	==	2			
Kynareth	Kynareth is the one who keeps the air moving and the rain falling. Good for the crops, tough when it storms.| We build Temples of Kynareth on the highest hills. Makes sense since She handles the weather and all. People go there to ask for a good harvest or safe hunting.| Kynareth is big for us because She controls the storms. You learn to respect that in a jungle, or you don't last long.	-|the Temple of Kynareth|	Region Index	==	49						
Kynareth	Up here in the mountains, we respect Kynareth because she controls the winds. A clear day or a storm can mean life or death in these parts.| Temples of Kynareth are often built up high where the wind never stops. We say it's Kynareth speaking to us, reminding us She's watching over our travels through these peaks.| Most folks in %crn follow Kynareth for safety. She's important for us mountain folk; the weather She sends can block a pass or clear it.	-|the Temple of Kynareth|	Region Index	==	16						
Kynareth	Kynareth blesses sailors with calm winds and fishers with calm seas. She's got a grip on the weather, so you better stay on her good side.|Kynareth's watchin' over us. Every breeze and changing season, that's her talkin'.|Defy Kynareth and you're beggin' for a storm. Pay her respects, and she might just blow a fair wind your way.|If you're fightin' for Daggerfall, you're fightin' for Kynareth.|Kynareth smiles, and Daggerfall's foes fall.|Trust in Kynareth, and your ship will find its way. That's what every captain here knows before they set sail. Blessings or bust.	-|the Temple of Kynareth|-|-|-|-|-|-|-	Region Name	==	Daggerfall	Faction Social Group	==	1|4			
Kynareth	Kynareth is the goddess of the elements—wind, sky, and the waters. Sailors and travelers worship Her, praying for Her blessings on their journeys.|Worship of Kynareth is strong in %crn. People see Her hand in every gust of wind and in every change of season.|Kynareth is one of the Divines. She is especially revered here in %crn. To defy Her is to invite the storm's wrath, to honor Her is to receive the wind's grace.|Mighty is Kynareth in Daggerfall. Her temple supports our kingdom's causes, blessing our soldiers as they fight for Her sacred lands.|Daggerfall fights for Kynareth's glory. Each enemy defeated attests to Her power guiding our hands.|It is said that not a single battle is won by steel alone. Behind every victory of Daggerfall is the will of Kynareth.|Kynareth has blessed Daggerfall's rise to greatness. Our archers release their arrows and Kynareth's breath directs them.|Each soldier in Daggerfall's ranks is a child of Kynareth. As long as we honor Her, our kingdom will never know defeat.|Our sailors trust in Kynareth's winds to guide them to victory at sea. Under Her watch, Daggerfall's navy dominates the waves.|Daggerfall's seafarers hold Kynareth in high esteem. Before any vessel sets sail from our ports, it's customary for the captain to seek blessings at Her temple, ensuring a safe journey guided by Her winds.	-|the Temple of Kynareth|-|-|-|-|-|-|-	Region Name	==	Daggerfall						
Kynareth	Kynareth blesses sailors with calm winds and fishers with calm seas. She's got dominion over the weather, so you better stay on her good side.|Kynareth's watchin' over us. Every breeze and changing season, that's her talkin'.|Defy Kynareth and you're beggin' for a storm. Pay her respects, and she might just blow a fair wind your way.	-|the Temple of Kynareth|	Region Index	==	34|46|17	Faction Social Group	==	1|4			
Kynareth	Kynareth is the goddess of the elements—wind, sky, and the waters. Sailors and travelers worship Her, praying for Her blessings on their journeys. Here in %crn, Her favor is especially sought by fishermen for calm seas and by farmers for gentle rains.|Worship of Kynareth is strong in %crn. People see Her hand in every gust of wind and in every change of season. They believe She watches over all who traverse the risky paths or sail the Iliac Bay. Temples of Kynareth are scattered throughout %crn, often visited by those seeking good fortune or safe passage.|Kynareth is one of the Divines. She is especially revered here in %crn. To defy Her is to invite the storm's wrath, to honor Her is to receive the wind's grace.	-|the Temple of Kynareth|	Region Index	==	34|46|17						
Mara	Mara's the heart of %crn. On Appreciation Day, we thank her for keeping our bellies full and our lands lush.| Love's the heart of it all for Mara. She's got temples called Benevolences all over, wedding folks no matter who they are.|Got a problem with the heart? Mara's priests at the Benevolences have probably seen it before, and they've got a vision or two to sort it out.|Feelin' desperate? Speak Mara's Prayer from the Doomed. It might just save your skin.	-|the Benevolence of Mara|the Benevolence of Mara|	Region Name	==	Anticlere	Faction Social Group	==	1|4			
Mara	Mara is revered here as the Mother-Goddess of Love and Fertility. On the 21st of Last Seed, we observe Appreciation Day, thanking Her for the bountiful harvest and her blessings on our land.| Mara, the Mother-Goddess, teaches that love sustains the soul and that Her divine warmth can be felt by all mortals across Tamriel, guiding and comforting us in our lives.| Mara champions the sanctity of marriage, advocating that true connections are based on the spirit within, not appearances. Her temples, called Benevolences of Mara, officiate marriages for all, irrespective of race or gender.| The priests of the Benevolence of Mara are often guided by Her visions, tasked with aiding those in need of counsel on matters of the heart. They strive to spread love and understanding, combating intolerance wherever it exists.| In desperate times, the followers of Mara recite the Prayer from the Doomed, seeking Her intervention and comfort.	-|-|the Benevolence of Mara|the Benevolence of Mara|	Region Name	==	Anticlere						
Mara	Love's the heart of it all for Mara. She's got temples called Benevolences all over, wedding folks no matter who they are.|Got a problem with the heart? Mara's priests at the Benevolences have probably seen it before, and they've got a vision or two to sort it out.|Feelin' desperate? Speak Mara's Prayer from the Doomed. It might just save your skin.	the Benevolence of Mara|the Benevolence of Mara|	Region Name	==	55|47|19|53|59|32|40	Faction Social Group	==	1|4			
Mara	Mara, the Mother-Goddess, teaches that love sustains the soul and that Her divine warmth can be felt by all mortals across Tamriel, guiding and comforting us in our lives.| Mara champions the sanctity of marriage, advocating that true connections are based on the spirit within, not appearances. Her temples, called Benevolences of Mara, officiate marriages for all, irrespective of race or gender.| The priests of the Benevolence of Mara are often guided by Her visions, tasked with aiding those in need of counsel on matters of the heart. They strive to spread love and understanding, combating intolerance wherever it exists.| In desperate times, the followers of Mara recite the Prayer from the Doomed, seeking Her intervention and comfort.	-|the Benevolence of Mara|the Benevolence of Mara|	Building Name	==	the Benevolence of Mara	NoLore	==	2			
